"p2","q2","s2","m2","rel2","p3","q3","s3","m3","rel3","dm2","rel_dm2","complexity","score"
"153","170","22","0,00860059585043303","6,9284934073499E-05","157","114","20","0,0499947475851521","0,000105048296957649","0,00242550453712059","0,000220714777749821","50,6679448559416","445,715953636911"
